rank,researcher,institution,publications,theses,citations,research_score
399,Sandeep Kumar,Indian Institute of Science Bangalore,20,0,205,50.25
400,Sundaram Thangavelu,Indian Institute of Science Bangalore,24,0,43,50.15
401,Kavitha Sooda,B.M.S. College of Engineering,25,0,0,50.0
402,Debasish Sarkar,Indian Institute of Science Bangalore,11,0,560,50.0
403,R Vidya Sagar,Indian Institute of Science Bangalore,21,0,160,50.0
404,Anirudh Udupa,Indian Institute of Science Bangalore,21,0,159,49.95
405,Nath Singh,CMR Institute of Technology,22,0,118,49.9
406,Alqahtani,CMR Institute of Technology,20,0,198,49.9
407,Baskar Senthilkumar,Indian Institute of Science Bangalore,16,0,358,49.9
408,G C Manjunath Patel,PES University,15,0,397,49.85
409,Manoj M Varma,Indian Institute of Science Bangalore,23,0,76,49.8
410,S Srinivasa Murthy,Indian Institute of Science Bangalore,16,0,356,49.8
411,Amlan Kar,Indian Institute of Science Bangalore,15,0,396,49.8
412,B Thangaraju,International Institute of Information Technology Bangalore,22,0,110,49.5
413,Tanay Pathak,Indian Institute of Science Bangalore,17,0,310,49.5
414,Ahmed Aliyu,Indian Institute of Science Bangalore,13,0,469,49.45
415,Shuvrangshu Jana,Indian Institute of Science Bangalore,23,0,68,49.4
416,K Sai Jyotheender,Indian Institute of Science Bangalore,16,0,347,49.35
417,Aishwarya V Menon,Indian Institute of Science Bangalore,12,0,505,49.25
418,Amritanand Sebastian,Indian Institute of Science Bangalore,1,0,944,49.2
419,Aaron D Franklin,Indian Institute of Science Bangalore,1,0,944,49.2
420,Saptarshi Das,Indian Institute of Science Bangalore,1,0,944,49.2
421,Connor J McClellan,Indian Institute of Science Bangalore,1,0,944,49.2
422,Eric Pop,Indian Institute of Science Bangalore,1,0,944,49.2
423,Shikha Tripathi,PES University,24,0,23,49.15
424,A G Ramakrishnan,Indian Institute of Science Bangalore,21,0,143,49.15
425,Rajeev Kumar Jain,Indian Institute of Science Bangalore,16,0,342,49.1
426,Govindasamy Mugesh,Indian Institute of Science Bangalore,9,0,622,49.1
427,Atreyee Kundu,Indian Institute of Science Bangalore,22,0,100,49.0
428,Prathuri,CMR Institute of Technology,21,0,140,49.0
429,Baladitya Suri,Indian Institute of Science Bangalore,14,0,419,48.95
430,Kumari Sushmita,Indian Institute of Science Bangalore,14,0,419,48.95
431,Sneha Sharma,Dayananda Sagar College of Engineering,17,0,298,48.9
432,Subroto Mukerjee,Indian Institute of Science Bangalore,20,0,172,48.6
433,Baptiste Gault,Indian Institute of Science Bangalore,5,0,772,48.6
434,Subhashish Bhattacharya,Indian Institute of Science Bangalore,18,0,252,48.6
435,Abhishek Mukhopadhyay,Indian Institute of Science Bangalore,20,0,168,48.4
436,Anuj Dash,Indian Institute of Science Bangalore,18,0,244,48.2
437,Srivastava,CMR Institute of Technology,23,0,44,48.2
438,Srinivasan Natarajan,Indian Institute of Science Bangalore,20,0,163,48.15
439,S Pratibha,B.M.S. College of Engineering,24,0,0,48.0
440,Karthikeya G S,B.M.S. College of Engineering,24,0,0,48.0
441,Namratha M,B.M.S. College of Engineering,24,0,0,48.0
442,Ananth Ramaswamy,Indian Institute of Science Bangalore,21,0,117,47.85
443,Rohit Kumar,Indian Institute of Science Bangalore,14,0,394,47.7
444,PP Bhattacharjee,Indian Institute of Science Bangalore,13,0,432,47.6
445,Naveen Kumar,Indian Institute of Science Bangalore,18,0,230,47.5
446,Varadharajan Sridhar,International Institute of Information Technology Bangalore,22,0,69,47.45
447,Ganesh R Chate,PES University,17,0,269,47.45
448,Sagar Nilawar,Indian Institute of Science Bangalore,17,0,266,47.3
449,K Deva Arun Kumar,Indian Institute of Science Bangalore,13,0,426,47.3
450,Sathiskumar A Ponnusami,Indian Institute of Science Bangalore,18,0,223,47.15
451,KVS Hari,Indian Institute of Science Bangalore,20,0,143,47.15
452,Pushpak Jagtap,Indian Institute of Science Bangalore,21,0,103,47.15
453,Yadav,CMR Institute of Technology,22,0,62,47.1
454,Siva Umapathy,Indian Institute of Science Bangalore,13,0,422,47.1
455,Avanish Mishra,Indian Institute of Science Bangalore,6,0,700,47.0
456,VS,CMR Institute of Technology,22,0,57,46.85
457,Anshu Pandey,Indian Institute of Science Bangalore,21,0,96,46.8
458,K Sengupta,Indian Institute of Science Bangalore,13,0,416,46.8
459,Kaustav Roy,Indian Institute of Science Bangalore,18,0,215,46.75
460,Utsav Banerjee,Indian Institute of Science Bangalore,21,0,95,46.75
461,Santanu Bhattacharya,Indian Institute of Science Bangalore,14,0,373,46.65
462,Medha Dandu,Indian Institute of Science Bangalore,17,0,252,46.6
463,Arkaprava Basu,Indian Institute of Science Bangalore,18,0,212,46.6
464,Surajit Kalita,Indian Institute of Science Bangalore,18,0,212,46.6
465,Ajith Suresh,Indian Institute of Science Bangalore,13,0,412,46.6
466,Anand Louis,Indian Institute of Science Bangalore,19,0,171,46.55
467,Aditay Tripathi,Indian Institute of Science Bangalore,10,0,530,46.5
468,C M Chandrashekar,Indian Institute of Science Bangalore,21,0,90,46.5
469,Asha,CMR Institute of Technology,22,0,49,46.45
470,Subrahmanyam Duvvuri,Indian Institute of Science Bangalore,19,0,169,46.45
471,HN Reddappa,International Institute of Information Technology Bangalore,18,0,208,46.4
472,SR,CMR Institute of Technology,21,0,84,46.2
473,Mriganka Ghosh Majumder,Indian Institute of Science Bangalore,18,0,202,46.1
474,M Joy Thomas,Indian Institute of Science Bangalore,22,0,41,46.05
475,Radhika K R,B.M.S. College of Engineering,23,0,0,46.0
476,B Shilpa,PES University,15,0,320,46.0
477,Sumana Kumar,Indian Institute of Science Bangalore,16,0,279,45.95
478,Chandrashekhar Pomu Chavan,PES University,22,0,39,45.95
479,Akanksha,CMR Institute of Technology,18,0,198,45.9
480,Balan,CMR Institute of Technology,18,0,198,45.9
481,Aveek Bid,Indian Institute of Science Bangalore,19,0,158,45.9
482,B C Prasannakumara,International Institute of Information Technology Bangalore,8,0,596,45.8
483,Rose Mary Augustine,Indian Institute of Science Bangalore,5,0,715,45.75
484,Singhal,CMR Institute of Technology,11,0,475,45.75
485,Ratikanta Behera,Indian Institute of Science Bangalore,20,0,114,45.7
486,Nagaraj G Cholli,R V College of Engineering,22,0,34,45.7
487,GSVL Narasimham,Indian Institute of Science Bangalore,20,0,113,45.65
488,Baligidad,CMR Institute of Technology,19,0,152,45.6
489,Dipanjan Gope,Indian Institute of Science Bangalore,22,0,32,45.6
490,Gadadhar Misra,Indian Institute of Science Bangalore,22,0,30,45.5
491,Brian Jeevan Fernandes,Indian Institute of Science Bangalore,15,0,309,45.45
492,Venkatesh Babu Radhakrishnan,Indian Institute of Science Bangalore,14,0,349,45.45
493,Jayaprabakar,CMR Institute of Technology,19,0,149,45.45
494,Anand M Shivapuji,Indian Institute of Science Bangalore,17,0,226,45.3
495,Rakshitha Kallega,Indian Institute of Science Bangalore,20,0,106,45.3
496,Subinoy Rana,Indian Institute of Science Bangalore,16,0,264,45.2
497,Debanjan Das,Indian Institute of Science Bangalore,11,0,464,45.2
498,Saurabh Kumar Gupta,Indian Institute of Science Bangalore,17,0,224,45.2
499,Monoj Kumar Singha,Indian Institute of Science Bangalore,16,0,263,45.15
500,Vamsi Pritham Pingali,Indian Institute of Science Bangalore,20,0,103,45.15
501,Sasirekha GVK,International Institute of Information Technology Bangalore,20,0,102,45.1
502,Sayan Paul,Indian Institute of Science Bangalore,19,0,141,45.05
503,Rajesh Sundaresan,Indian Institute of Science Bangalore,21,0,60,45.0
504,R Jayashree,PES University,20,0,100,45.0
505,Ramray Bhat,Indian Institute of Science Bangalore,19,0,139,44.95
506,R Narasimhan,Indian Institute of Science Bangalore,18,0,178,44.9
507,Yasser A Hassan,Indian Institute of Science Bangalore,2,0,816,44.8
508,Jyothsna Konkada Manattayil,Indian Institute of Science Bangalore,21,0,56,44.8
509,Namrata Singh,Indian Institute of Science Bangalore,7,0,616,44.8
510,Michael L Crawford,Indian Institute of Science Bangalore,2,0,816,44.8
511,Samir Mandal,Indian Institute of Science Bangalore,19,0,135,44.75
512,MV,CMR Institute of Technology,19,0,132,44.6
513,Praveen,CMR Institute of Technology,10,0,490,44.5
514,Akshat Joshi,Indian Institute of Science Bangalore,14,0,327,44.35
515,Kaushal Verma,Indian Institute of Science Bangalore,21,0,47,44.35
516,Archana Kaushalram,Indian Institute of Science Bangalore,18,0,161,44.05
517,Saurabh Kumar Srivastav,Indian Institute of Science Bangalore,13,0,360,44.0
518,Sanjiv Sambandan,Indian Institute of Science Bangalore,19,0,120,44.0
519,Jyothi S Nayak,B.M.S. College of Engineering,22,0,0,44.0
520,Joy Kuri,Indian Institute of Science Bangalore,21,0,37,43.85
521,D Nagesh Kumar,Indian Institute of Science Bangalore,17,0,196,43.8
522,Udaya Kumar,Indian Institute of Science Bangalore,21,0,34,43.7
523,R S Prasobh Sankar,Indian Institute of Science Bangalore,16,0,234,43.7
524,Subhendu Mishra,Indian Institute of Science Bangalore,19,0,114,43.7
525,Athul Joseph,Indian Institute of Science Bangalore,12,1,334,43.7
526,Suman Sarkar,Indian Institute of Science Bangalore,13,0,352,43.6
527,M Revanasiddappa,PES University,18,0,151,43.55
528,Naveen Goyal,Indian Institute of Science Bangalore,19,0,111,43.55
529,MB,CMR Institute of Technology,20,0,71,43.55
530,Thirupathi Gudi,Indian Institute of Science Bangalore,19,0,110,43.5
531,S N Omkar,Indian Institute of Science Bangalore,19,0,107,43.35
532,V Arvind Rameshwar,Indian Institute of Science Bangalore,21,0,27,43.35
533,A Vinay,PES University,20,0,67,43.35
534,A K Shukla,Indian Institute of Science Bangalore,15,0,267,43.35
535,Arnab Kabiraj,Indian Institute of Science Bangalore,14,0,307,43.35
536,Sampath Parasuram,Indian Institute of Science Bangalore,16,0,227,43.35
537,Muhammad Faisal,PES University,11,0,426,43.3
538,V R Sanal Kumar,Indian Institute of Science Bangalore,18,0,146,43.3
539,Jyoti Ranjan Pradhan,Indian Institute of Science Bangalore,16,0,225,43.25
540,V Ramasubramanian,International Institute of Information Technology Bangalore,20,0,64,43.2
541,L Sunil Chandran,Indian Institute of Science Bangalore,21,0,24,43.2
542,Kamisetti N V Prasad,Indian Institute of Science Bangalore,18,0,143,43.15
543,Anindya Deb,Indian Institute of Science Bangalore,19,0,101,43.05
544,Aiswarya Abhisek Mohapatra,Indian Institute of Science Bangalore,15,0,260,43.0
545,Sujit Das,Indian Institute of Science Bangalore,15,0,259,42.95
546,Rinkle Juneja,Indian Institute of Science Bangalore,10,0,458,42.9
547,Abhik Choudhury,Indian Institute of Science Bangalore,18,0,135,42.75
548,Anand Mishra,Indian Institute of Science Bangalore,10,0,454,42.7
549,HM Shashanka,Indian Institute of Science Bangalore,13,0,334,42.7
550,Srikanth Raj Chetupalli,Indian Institute of Science Bangalore,12,0,374,42.7
551,Arnab De,Indian Institute of Science Bangalore,16,0,213,42.65
552,Arnab Rai Choudhuri,Indian Institute of Science Bangalore,18,0,133,42.65
553,Rajendra,CMR Institute of Technology,15,0,252,42.6
554,Jong Hyun Park,Indian Institute of Science Bangalore,1,0,812,42.6
555,Vimal Edachery,Indian Institute of Science Bangalore,16,0,212,42.6
556,Jeongjae Lee,Indian Institute of Science Bangalore,1,0,812,42.6
557,G S Nagaraja,R V College of Engineering,20,0,51,42.55
558,Yudhajit Bhattacharjee,Indian Institute of Science Bangalore,8,0,531,42.55
559,Viphretuo Mere,Indian Institute of Science Bangalore,19,0,90,42.5
560,R Rakesh,Indian Institute of Science Bangalore,17,0,170,42.5
561,B Ananthanarayan,Indian Institute of Science Bangalore,18,0,128,42.4
562,Shriparna Mukherjee,Indian Institute of Science Bangalore,14,0,288,42.4
563,B Venkata Manoj Kumar,Indian Institute of Science Bangalore,20,0,45,42.25
564,Sayantan Mondal,Indian Institute of Science Bangalore,15,0,243,42.15
565,Lakshmi,CMR Institute of Technology,19,0,83,42.15
566,Rajeshwari B S,B.M.S. College of Engineering,21,0,0,42.0
567,PV,CMR Institute of Technology,19,0,75,41.75
568,Punit Singh,Indian Institute of Science Bangalore,17,0,155,41.75
569,Sashikumaar Ganesan,Indian Institute of Science Bangalore,20,0,34,41.7
570,Rubini,CMR Institute of Technology,19,0,73,41.65
571,V Susheela Devi,Indian Institute of Science Bangalore,19,0,73,41.65
572,S Kasthurirengan,Indian Institute of Science Bangalore,19,0,73,41.65
573,Akhand Pratap Singh,Indian Institute of Science Bangalore,17,0,153,41.65
574,L R D Murthy,Indian Institute of Science Bangalore,15,0,232,41.6
575,Anirudha Karati,Indian Institute of Science Bangalore,13,0,312,41.6
576,PN Anantharamaiah,Indian Institute of Science Bangalore,13,0,311,41.55
577,M S Sunita,PES University,20,0,31,41.55
578,K Saara,Dayananda Sagar College of Engineering,16,0,191,41.55
579,Prabhat Kumar,Indian Institute of Science Bangalore,14,0,271,41.55
580,Rahul Kumar,Indian Institute of Science Bangalore,9,0,471,41.55
581,Bharadwaj Amrutur,Indian Institute of Science Bangalore,18,0,109,41.45
582,Arul Varman Kesavan,Indian Institute of Science Bangalore,16,0,188,41.4
583,Pillai,CMR Institute of Technology,17,0,147,41.35
584,Sivaraman Eswaran,PES University,15,0,223,41.15
585,Sandesh Rao Mattu,Indian Institute of Science Bangalore,16,0,182,41.1
586,S A Shivashankar,Indian Institute of Science Bangalore,17,0,142,41.1
587,Ajith Sukumaran,Indian Institute of Science Bangalore,18,0,99,40.95
588,Diptikanta Swain,Indian Institute of Science Bangalore,15,0,218,40.9
589,TS Sunil Kumar Naik,Indian Institute of Science Bangalore,12,0,338,40.9
590,Gerda Rogl,Indian Institute of Science Bangalore,14,0,258,40.9
591,Debayan Dasgupta,Indian Institute of Science Bangalore,15,0,217,40.85
592,Vikram Nitin,Indian Institute of Science Bangalore,4,0,656,40.8
593,Sai Siva Gorthi,Indian Institute of Science Bangalore,18,0,94,40.7
594,Rahul Gupta,Indian Institute of Science Bangalore,13,0,293,40.65
595,S Ramakrishnan,Indian Institute of Science Bangalore,17,0,132,40.6
596,H R Krishnamurthy,Indian Institute of Science Bangalore,15,0,212,40.6
597,Suja Elizabeth,Indian Institute of Science Bangalore,18,0,92,40.6
598,Prasad,CMR Institute of Technology,18,0,91,40.55
599,Saswat Choudhury,Indian Institute of Science Bangalore,12,0,330,40.5
600,Ranjan Kumar Patel,Indian Institute of Science Bangalore,16,0,170,40.5
601,Jaywant H Arakeri,Indian Institute of Science Bangalore,18,0,89,40.45
602,AD,CMR Institute of Technology,16,0,168,40.4
603,Mit H Naik,Indian Institute of Science Bangalore,11,0,367,40.35
604,Sravanti Addepalli,Indian Institute of Science Bangalore,14,0,246,40.3
605,Sahoo,CMR Institute of Technology,15,0,202,40.1
606,AK,CMR Institute of Technology,17,0,122,40.1
607,Adyasha Aparimita,Indian Institute of Science Bangalore,12,0,320,40.0
608,R Naveen Kumar,International Institute of Information Technology Bangalore,6,0,560,40.0
609,Gautam Hegde,Indian Institute of Science Bangalore,16,0,160,40.0
610,R J Punith Gowda,International Institute of Information Technology Bangalore,6,0,560,40.0
611,Anupam Mishra,Indian Institute of Science Bangalore,16,0,159,39.95
612,Behera,CMR Institute of Technology,18,0,77,39.85
613,Mitjan Kalin,Indian Institute of Science Bangalore,19,0,36,39.8
614,Chetan,CMR Institute of Technology,19,0,35,39.75
615,VN,CMR Institute of Technology,18,0,75,39.75
616,Gunasekaran Manogaran,R V College of Engineering,5,0,595,39.75
617,Tiwari,CMR Institute of Technology,17,0,114,39.7
618,JR,CMR Institute of Technology,17,0,113,39.65
619,N S Kumar,PES University,19,0,31,39.55
620,D Singh,Indian Institute of Science Bangalore,16,0,149,39.45
621,Akhil R Chakravarty,Indian Institute of Science Bangalore,12,0,309,39.45
622,Paturu Kondaiah,Indian Institute of Science Bangalore,11,0,348,39.4
623,Lima Agnel Tony,Indian Institute of Science Bangalore,17,0,106,39.3
624,K B Akhilesh,Indian Institute of Science Bangalore,17,0,105,39.25
625,K Nomita Devi,Indian Institute of Science Bangalore,15,0,185,39.25
626,Jyoti Shetty,R V College of Engineering,16,1,84,39.2
627,Nesta Benno Joseph,Indian Institute of Science Bangalore,15,0,183,39.15
628,Geethu Joseph,Indian Institute of Science Bangalore,18,0,63,39.15
629,Abhishake Mondal,Indian Institute of Science Bangalore,15,0,183,39.15
630,Anish,CMR Institute of Technology,17,0,101,39.05
631,S Nagasundari,PES University,18,0,60,39.0
632,Ashish Choudhury,International Institute of Information Technology Bangalore,18,0,60,39.0
633,PN,CMR Institute of Technology,17,0,99,38.95
634,Shubham Agrawal,Indian Institute of Science Bangalore,17,0,99,38.95
635,T Nguyen‐Thoi,Indian Institute of Science Bangalore,8,0,459,38.95
636,Vigneshwaran Sankar,Indian Institute of Science Bangalore,17,0,99,38.95
637,Surjakanta Mazumder,Indian Institute of Science Bangalore,19,0,18,38.9
638,Nikhilesh Maity,Indian Institute of Science Bangalore,14,0,218,38.9
639,Raja,CMR Institute of Technology,15,0,178,38.9
640,Deepak Kumar Saini,Indian Institute of Science Bangalore,15,0,178,38.9
641,Pallapa Venkataram,Indian Institute of Science Bangalore,16,0,137,38.85
642,Lakshmanan,CMR Institute of Technology,17,0,96,38.8
643,Sarthak Das,Indian Institute of Science Bangalore,13,0,256,38.8
644,Sougata Mukherjee,Indian Institute of Science Bangalore,16,0,136,38.8
645,K S Jagadish,Indian Institute of Science Bangalore,16,0,135,38.75
646,Preet Kanwal,PES University,19,0,13,38.65
647,Sumit Bahl,Indian Institute of Science Bangalore,6,0,533,38.65
648,Gaurav Kumar Nayak,Indian Institute of Science Bangalore,15,0,173,38.65
649,Shamibrota Kishore Roy,Indian Institute of Science Bangalore,16,0,133,38.65
650,Furqan A Bhat,Indian Institute of Science Bangalore,12,0,293,38.65
651,Suganya,CMR Institute of Technology,18,0,51,38.55
652,P V Harisyam,Indian Institute of Science Bangalore,18,0,49,38.45
653,Harikumar Kandath,Indian Institute of Science Bangalore,16,0,129,38.45
654,V R Balaji,Indian Institute of Science Bangalore,16,0,128,38.4
655,Shirshendu Roy,Dayananda Sagar College of Engineering,19,0,7,38.35
656,Gowri Srinivasa,PES University,18,0,46,38.3
657,Partha Sarathi Mukherjee,Indian Institute of Science Bangalore,13,0,246,38.3
658,Prithwijit Mandal,Indian Institute of Science Bangalore,14,0,205,38.25
