rank,researcher,institution,publications,theses,citations,research_score
28735,N D Vindya,PES University,1,0,2,2.1
28736,N D Rekha,International Institute of Information Technology Bangalore,1,0,2,2.1
28737,Sachi Srivastava,Indian Institute of Science Bangalore,1,0,2,2.1
28738,Sachhidanand Reur,PES University,1,0,2,2.1
28739,N Abinaya,Indian Institute of Science Bangalore,1,0,2,2.1
28740,N Ananya,PES University,1,0,2,2.1
28741,N D Dushyanth,R V College of Engineering,1,0,2,2.1
28742,N D Drummond,Indian Institute of Science Bangalore,1,0,2,2.1
28743,N Chandra Sekhar Reddy,PES University,1,0,2,2.1
28744,N Harshitha,International Institute of Information Technology Bangalore,1,0,2,2.1
28745,Muhammad Nasir Bashir,International Institute of Information Technology Bangalore,1,0,2,2.1
28746,N Mehala,PES University,1,0,2,2.1
28747,Moumita Mondal,Indian Institute of Science Bangalore,1,0,2,2.1
28748,Mohseena Thaseen,PES University,1,0,2,2.1
28749,Monicashree,CMR Institute of Technology,1,0,2,2.1
28750,Monika Arya,PES University,1,0,2,2.1
28751,Monika Singh,Indian Institute of Science Bangalore,1,0,2,2.1
28752,Monisha Chandra,PES University,1,0,2,2.1
28753,N M Shreyas,PES University,1,0,2,2.1
28754,Sahana Jawahar,Dayananda Sagar College of Engineering,1,0,2,2.1
28755,N Lohith,PES University,1,0,2,2.1
28756,N Leema,R V College of Engineering,1,0,2,2.1
28757,Monosij Maitra,Indian Institute of Science Bangalore,1,0,2,2.1
28758,Mouleeswaran SK,Dayananda Sagar College of Engineering,1,0,2,2.1
28759,N Laxman,Indian Institute of Science Bangalore,1,0,2,2.1
28760,Sah,CMR Institute of Technology,1,0,2,2.1
28761,SV Veenadevi,R V College of Engineering,1,0,2,2.1
28762,N Keerthi Kumar,International Institute of Information Technology Bangalore,1,0,2,2.1
28763,Mridul Khurana,PES University,1,0,2,2.1
28764,Mridula Singhal,PES University,1,0,2,2.1
28765,Sagare,CMR Institute of Technology,1,0,2,2.1
28766,N Keerthi Kumar,Dayananda Sagar College of Engineering,1,0,2,2.1
28767,Mrudula Krishna,Indian Institute of Science Bangalore,1,0,2,2.1
28768,Mubarak Shah,Indian Institute of Science Bangalore,1,0,2,2.1
28769,Sagar Dhage,PES University,1,0,2,2.1
28770,Sagar Bhimrao Gajbe,Indian Institute of Science Bangalore,1,0,2,2.1
28771,Muhammad Abdullah,International Institute of Information Technology Bangalore,1,0,2,2.1
28772,SV Prabhu,Indian Institute of Science Bangalore,1,0,2,2.1
28773,Safil Mullick,Indian Institute of Science Bangalore,1,0,2,2.1
28774,SD Sajish,Indian Institute of Science Bangalore,1,0,2,2.1
28775,Sajitra Varun,CMR Institute of Technology,1,0,2,2.1
28776,Manila Mallik,Indian Institute of Science Bangalore,1,0,2,2.1
28777,Samprith Jagtap D,PES University,1,0,2,2.1
28778,Narendra Chaulagain,Indian Institute of Science Bangalore,1,0,2,2.1
28779,Narendra Babu Unnam,Indian Institute of Science Bangalore,1,0,2,2.1
28780,Narayani Tyagi,Indian Institute of Science Bangalore,1,0,2,2.1
28781,Mansi Ganotra,R V College of Engineering,1,0,2,2.1
28782,Manu Mathai,Indian Institute of Science Bangalore,1,0,2,2.1
28783,Manu S Pillai,Indian Institute of Science Bangalore,1,0,2,2.1
28784,S Shanthini,PES University,1,0,2,2.1
28785,Marc Vuffray,Indian Institute of Science Bangalore,1,0,2,2.1
28786,Narayana Harish,International Institute of Information Technology Bangalore,1,0,2,2.1
28787,Maria Bency,R V College of Engineering,1,0,2,2.1
28788,Narayan Darapaneni,PES University,1,0,2,2.1
28789,Nara Tharun Kumar Reddy,International Institute of Information Technology Bangalore,1,0,2,2.1
28790,Nanmaran,CMR Institute of Technology,1,0,2,2.1
28791,Samyama Gunjal G H,Indian Institute of Science Bangalore,1,0,2,2.1
28792,Mark‐Oliver Rödel,Indian Institute of Science Bangalore,1,0,2,2.1
28793,S Shriram,PES University,1,0,2,2.1
28794,Sampath K Shetty,Indian Institute of Science Bangalore,1,0,2,2.1
28795,Sampath Chinnam,International Institute of Information Technology Bangalore,1,0,2,2.1
28796,Martin Charles Golumbic,Indian Institute of Science Bangalore,1,0,2,2.1
28797,Nanditha Maragowdanahalli Shivalingaiah,International Institute of Information Technology Bangalore,1,0,2,2.1
28798,Maryam Samanian,Indian Institute of Science Bangalore,1,0,2,2.1
28799,Matheus Brito,Indian Institute of Science Bangalore,1,0,2,2.1
28800,S Singh,Indian Institute of Science Bangalore,1,0,2,2.1
28801,Samiksha Gopinath,PES University,1,0,2,2.1
28802,Matthew P Juniper,Indian Institute of Science Bangalore,1,0,2,2.1
28803,Matthieu Josuat-Vergès,Indian Institute of Science Bangalore,1,0,2,2.1
28804,Narendra Kuppan,Indian Institute of Science Bangalore,1,0,2,2.1
28805,Manoranjan Kar,Indian Institute of Science Bangalore,1,0,2,2.1
28806,Nandita Srivastava,Indian Institute of Science Bangalore,1,0,2,2.1
28807,S Saravanakumar,Dayananda Sagar College of Engineering,1,0,2,2.1
28808,Navneetha Rajan,PES University,1,0,2,2.1
28809,Navneet Aman,Indian Institute of Science Bangalore,1,0,2,2.1
28810,Manish Prateek,PES University,1,0,2,2.1
28811,S Sai Rohit,PES University,1,0,2,2.1
28812,Manisha,Dayananda Sagar College of Engineering,1,0,2,2.1
28813,Manisha Padala,Indian Institute of Science Bangalore,1,0,2,2.1
28814,Manisha Rajput,Indian Institute of Science Bangalore,1,0,2,2.1
28815,Manisha Reddy,PES University,1,0,2,2.1
28816,S Sandeep,R V College of Engineering,1,0,2,2.1
28817,S Sandesh,International Institute of Information Technology Bangalore,1,0,2,2.1
28818,Sandesh Padiyar,R V College of Engineering,1,0,2,2.1
28819,Sandesh,CMR Institute of Technology,1,0,2,2.1
28820,Manjudevi,CMR Institute of Technology,1,0,2,2.1
28821,Sanatkumar,CMR Institute of Technology,1,0,2,2.1
28822,Navaneeth Holla,Indian Institute of Science Bangalore,1,0,2,2.1
28823,Nathan Leroux,Indian Institute of Science Bangalore,1,0,2,2.1
28824,Natesha Banavase Venkategowda,Indian Institute of Science Bangalore,1,0,2,2.1
28825,Manjunath Vatnalmath,PES University,1,0,2,2.1
28826,Manjunatha Kn,International Institute of Information Technology Bangalore,1,0,2,2.1
28827,S Sathyanarayanan,International Institute of Information Technology Bangalore,1,0,2,2.1
28828,Naresh Chockalingam S,Indian Institute of Science Bangalore,1,0,2,2.1
28829,Naresh Babu,Indian Institute of Science Bangalore,1,0,2,2.1
28830,Manoj K Singh,Dayananda Sagar College of Engineering,1,0,2,2.1
28831,Narendra Shivanath,Indian Institute of Science Bangalore,1,0,2,2.1
28832,Manoj Kumar Eda,International Institute of Information Technology Bangalore,1,0,2,2.1
28833,Sanchari Bhattacharya,Indian Institute of Science Bangalore,1,0,2,2.1
28834,S Sirisha,International Institute of Information Technology Bangalore,1,0,2,2.1
28835,Nandish,CMR Institute of Technology,1,0,2,2.1
28836,N Smitha,International Institute of Information Technology Bangalore,1,0,2,2.1
28837,NJ 07733,Indian Institute of Science Bangalore,1,0,2,2.1
28838,Megh Thakkar,Indian Institute of Science Bangalore,1,0,2,2.1
28839,Meghana Nekar,PES University,1,0,2,2.1
28840,Salil Kanj Jalan,Indian Institute of Science Bangalore,1,0,2,2.1
28841,NS Manjunatha Babu,International Institute of Information Technology Bangalore,1,0,2,2.1
28842,Mehraj ud Din Rather,Indian Institute of Science Bangalore,1,0,2,2.1
28843,Mehrdad Dianati,PES University,1,0,2,2.1
28844,Mehroosh Fatema,Indian Institute of Science Bangalore,1,0,2,2.1
28845,S Y Kulkarni,Dayananda Sagar College of Engineering,1,0,2,2.1
28846,Saleem Ahmed,Indian Institute of Science Bangalore,1,0,2,2.1
28847,Saleem,CMR Institute of Technology,1,0,2,2.1
28848,Mehuli Sarkar,Indian Institute of Science Bangalore,1,0,2,2.1
28849,Melinmani,CMR Institute of Technology,1,0,2,2.1
28850,NC Shivaprakash,Indian Institute of Science Bangalore,1,0,2,2.1
28851,Nagamma Hudgi,International Institute of Information Technology Bangalore,1,0,2,2.1
28852,Meshari S Alshammari,PES University,1,0,2,2.1
28853,Sakthivel,CMR Institute of Technology,1,0,2,2.1
28854,Miao Zhu,International Institute of Information Technology Bangalore,1,0,2,2.1
28855,Michael Düsing,Indian Institute of Science Bangalore,1,0,2,2.1
28856,NA Rejesh,Indian Institute of Science Bangalore,1,0,2,2.1
28857,N Yashaswini,PES University,1,0,2,2.1
28858,N Veerapandi,Indian Institute of Science Bangalore,1,0,2,2.1
28859,Michael Harris,Indian Institute of Science Bangalore,1,0,2,2.1
28860,N U Thejas,PES University,1,0,2,2.1
28861,Miguel Bosch-Calvo,Indian Institute of Science Bangalore,1,0,2,2.1
28862,SC De,Indian Institute of Science Bangalore,1,0,2,2.1
28863,N Sukumar,Indian Institute of Science Bangalore,1,0,2,2.1
28864,Samantha Jeyakumar,Indian Institute of Science Bangalore,1,0,2,2.1
28865,Nagaraja Gadde,R V College of Engineering,1,0,2,2.1
28866,Maurizio Porfiri,Indian Institute of Science Bangalore,1,0,2,2.1
28867,Naman Roshan,Indian Institute of Science Bangalore,1,0,2,2.1
28868,Sameer Pokhrel,Dayananda Sagar College of Engineering,1,0,2,2.1
28869,Nandini Priyam Rajkumari,Indian Institute of Science Bangalore,1,0,2,2.1
28870,S Sree Kaustub,PES University,1,0,2,2.1
28871,Mayalakshmi Kolangatt,Indian Institute of Science Bangalore,1,0,2,2.1
28872,Sameer G Kulkarni,Indian Institute of Science Bangalore,1,0,2,2.1
28873,Nandana P Pillai,R V College of Engineering,1,0,2,2.1
28874,Nandan Shrinivas Chebbi,R V College of Engineering,1,0,2,2.1
28875,S Sudarshan,Indian Institute of Science Bangalore,1,0,2,2.1
28876,Mayank Vatsa,Indian Institute of Science Bangalore,1,0,2,2.1
28877,Namratha BG,Indian Institute of Science Bangalore,1,0,2,2.1
28878,Sameeksha Gururaja Yellapur,R V College of Engineering,1,0,2,2.1
28879,Mayesh Mohapatra,Indian Institute of Science Bangalore,1,0,2,2.1
28880,S Supreetha,PES University,1,0,2,2.1
28881,Meena Dasan,PES University,1,0,2,2.1
28882,Mayur Isame,Indian Institute of Science Bangalore,1,0,2,2.1
28883,Naitik ST,Dayananda Sagar College of Engineering,1,0,2,2.1
28884,Md Afzal Ansari,Indian Institute of Science Bangalore,1,0,2,2.1
28885,S T Yashbelliappa,PES University,1,0,2,2.1
28886,Md Arif,Indian Institute of Science Bangalore,1,0,2,2.1
28887,Md Assadi,PES University,1,0,2,2.1
28888,S Tarun,PES University,1,0,2,2.1
28889,Samarth C Swamy,Indian Institute of Science Bangalore,1,0,2,2.1
28890,Nagesh,CMR Institute of Technology,1,0,2,2.1
28891,Md Shad Akhtar,Indian Institute of Science Bangalore,1,0,2,2.1
28892,Nagavarapu Sowmya,International Institute of Information Technology Bangalore,1,0,2,2.1
28893,Meena,CMR Institute of Technology,1,0,2,2.1
28894,M Arigovindan,Indian Institute of Science Bangalore,1,0,2,2.1
28895,M Samyak,International Institute of Information Technology Bangalore,1,0,2,2.1
28896,P Vishal,PES University,1,0,2,2.1
28897,Krishna Pradeep,Indian Institute of Science Bangalore,1,0,2,2.1
28898,Shashi Ranjan,R V College of Engineering,1,0,2,2.1
28899,Shashi Kumar Reddy,CMR Institute of Technology,1,0,2,2.1
28900,Konka Meghana Chowdary,PES University,1,0,2,2.1
28901,PU,CMR Institute of Technology,1,0,2,2.1
28902,PSirish Kumar,R V College of Engineering,1,0,2,2.1
28903,POOJA N MURTHY,R V College of Engineering,1,0,2,2.1
28904,PK Sinha,Indian Institute of Science Bangalore,1,0,2,2.1
28905,PD Babu,Indian Institute of Science Bangalore,1,0,2,2.1
28906,Kottu Sai Vasistha,PES University,1,0,2,2.1
28907,Koushik Batchu,Indian Institute of Science Bangalore,1,0,2,2.1
28908,S Anandakumar,International Institute of Information Technology Bangalore,1,0,2,2.1
28909,Shashank Jain,R V College of Engineering,1,0,2,2.1
28910,PA Nihal Chengappa,PES University,1,0,2,2.1
28911,Shashank B Sharma,PES University,1,0,2,2.1
28912,S Ananya,PES University,1,0,2,2.1
28913,Krati Hardya,Indian Institute of Science Bangalore,1,0,2,2.1
28914,S Angappane,Indian Institute of Science Bangalore,1,0,2,2.1
28915,Oommen,CMR Institute of Technology,1,0,2,2.1
28916,Krishna Bikram Shah,R V College of Engineering,1,0,2,2.1
28917,Krishna Kishore VS,Indian Institute of Science Bangalore,1,0,2,2.1
28918,Krishna Mohan,CMR Institute of Technology,1,0,2,2.1
28919,Krishna Muralidharan,International Institute of Information Technology Bangalore,1,0,2,2.1
28920,S Anusha,PES University,1,0,2,2.1
28921,Kona Sai Eswar,International Institute of Information Technology Bangalore,1,0,2,2.1
28922,Kona Govinda Akshay,PES University,1,0,2,2.1
28923,Komal Kumawat,Indian Institute of Science Bangalore,1,0,2,2.1
28924,Kirti Beniwal,Indian Institute of Science Bangalore,1,0,2,2.1
28925,Kilari Narendra,International Institute of Information Technology Bangalore,1,0,2,2.1
28926,Kiran B Malagi,Dayananda Sagar College of Engineering,1,0,2,2.1
28927,Pallavi Patil,International Institute of Information Technology Bangalore,1,0,2,2.1
28928,Pallavi Katre,Indian Institute of Science Bangalore,1,0,2,2.1
28929,Shayon Bhattacharya,Indian Institute of Science Bangalore,1,0,2,2.1
28930,Kiran Rana,Indian Institute of Science Bangalore,1,0,2,2.1
28931,Pallavi Gaur,Indian Institute of Science Bangalore,1,0,2,2.1
28932,Ruxin Barré,Indian Institute of Science Bangalore,1,0,2,2.1
28933,Pallabi Goswami,Indian Institute of Science Bangalore,1,0,2,2.1
28934,Shatrudhan Pandey,International Institute of Information Technology Bangalore,1,0,2,2.1
28935,Kishan Nunna,International Institute of Information Technology Bangalore,1,0,2,2.1
28936,Kolan Madhav Reddy,Indian Institute of Science Bangalore,1,0,2,2.1
28937,Kishorkumar Sindogi,Indian Institute of Science Bangalore,1,0,2,2.1
28938,Kjell Jansson,Indian Institute of Science Bangalore,1,0,2,2.1
28939,Koduru Bharath Subba Reddy,PES University,1,0,2,2.1
28940,Paitoon Tontiwachwuthikul,Indian Institute of Science Bangalore,1,0,2,2.1
28941,S A Anusha,PES University,1,0,2,2.1
28942,S A Hariprasad,R V College of Engineering,1,0,2,2.1
28943,Pablo Rouco Pousada,Indian Institute of Science Bangalore,1,0,2,2.1
28944,Koji Hatanaka,Indian Institute of Science Bangalore,1,0,2,2.1
28945,Kola Sampangi Sambaiah,PES University,1,0,2,2.1
28946,S Aarthi,Dayananda Sagar College of Engineering,1,0,2,2.1
28947,P Venkataramaiah,R V College of Engineering,1,0,2,2.1
28948,P V Vara Prasad,PES University,1,0,2,2.1
28949,Pankaj Pathak,Indian Institute of Science Bangalore,1,0,2,2.1
28950,Krishnan Dharmarajan,International Institute of Information Technology Bangalore,1,0,2,2.1
28951,Shantappa G Gollagi,International Institute of Information Technology Bangalore,1,0,2,2.1
28952,Kumaresan,CMR Institute of Technology,1,0,2,2.1
28953,Kumari Neha,Dayananda Sagar College of Engineering,1,0,2,2.1
28954,Kunal Motwani,Indian Institute of Science Bangalore,1,0,2,2.1
28955,Kunal Roy,Dayananda Sagar College of Engineering,1,0,2,2.1
28956,Kunjupillai Vijayan,Indian Institute of Science Bangalore,1,0,2,2.1
28957,P S Ramesh,R V College of Engineering,1,0,2,2.1
28958,P S Menghal,Indian Institute of Science Bangalore,1,0,2,2.1
28959,Kunwar Pritiraj Rajput,International Institute of Information Technology Bangalore,1,0,2,2.1
28960,Kuppala Saritha,International Institute of Information Technology Bangalore,1,0,2,2.1
28961,Kush Kumar Dewaangan,Indian Institute of Science Bangalore,1,0,2,2.1
28962,Shankru Guggari,PES University,1,0,2,2.1
28963,S Basu,R V College of Engineering,1,0,2,2.1
28964,Kushal Partani,International Institute of Information Technology Bangalore,1,0,2,2.1
28965,Shankar Narasimhan,Indian Institute of Science Bangalore,1,0,2,2.1
28966,P Rejin Raj,Indian Institute of Science Bangalore,1,0,2,2.1
28967,Kushaz Sehgal,Indian Institute of Science Bangalore,1,0,2,2.1
28968,Kusum Deep,Indian Institute of Science Bangalore,1,0,2,2.1
28969,L Akshita,R V College of Engineering,1,0,2,2.1
28970,S Bhargavi,International Institute of Information Technology Bangalore,1,0,2,2.1
28971,P Puneeth,International Institute of Information Technology Bangalore,1,0,2,2.1
28972,L C Shashidhara,Dayananda Sagar College of Engineering,1,0,2,2.1
28973,Shamshirun Ibrahim,International Institute of Information Technology Bangalore,1,0,2,2.1
28974,Kumar S,CMR Institute of Technology,1,0,2,2.1
28975,Shantharam Nayak,R V College of Engineering,1,0,2,2.1
28976,S Banerjee,Indian Institute of Science Bangalore,1,0,2,2.1
28977,Sharan Kumar,PES University,1,0,2,2.1
28978,P V Elumalai,International Institute of Information Technology Bangalore,1,0,2,2.1
28979,Kriti Purkait,Dayananda Sagar College of Engineering,1,0,2,2.1
28980,Kruthi Doriya,Indian Institute of Science Bangalore,1,0,2,2.1
28981,P Tiwari,Indian Institute of Science Bangalore,1,0,2,2.1
28982,Kruthika Ramesh,International Institute of Information Technology Bangalore,1,0,2,2.1
28983,Kruthika SM Reddy,Dayananda Sagar College of Engineering,1,0,2,2.1
28984,P Sudharshan Phani,Dayananda Sagar College of Engineering,1,0,2,2.1
28985,P Subramanyam,International Institute of Information Technology Bangalore,1,0,2,2.1
28986,S Ayyappan,R V College of Engineering,1,0,2,2.1
28987,Kuamr Nikhil,R V College of Engineering,1,0,2,2.1
28988,Sharan Basav Patil,Indian Institute of Science Bangalore,1,0,2,2.1
28989,P Sanjay,Indian Institute of Science Bangalore,1,0,2,2.1
28990,P Soni,Indian Institute of Science Bangalore,1,0,2,2.1
28991,Kuldeep Kargeti,Indian Institute of Science Bangalore,1,0,2,2.1
28992,Sharad Ramdas Gawade,Indian Institute of Science Bangalore,1,0,2,2.1
28993,P Shobha,Dayananda Sagar College of Engineering,1,0,2,2.1
28994,Kumar Abhishek,R V College of Engineering,1,0,2,2.1
28995,Kumar Dheenadayalan,International Institute of Information Technology Bangalore,1,0,2,2.1
28996,S Balachandar,Indian Institute of Science Bangalore,1,0,2,2.1
28997,Kumar K Sudeendra,PES University,1,0,2,2.1
28998,Kumar Pandey,CMR Institute of Technology,1,0,2,2.1
28999,P Sarasu,International Institute of Information Technology Bangalore,1,0,2,2.1
29000,Sheikh Inam Ul Mansoor,Dayananda Sagar College of Engineering,1,0,2,2.1
29001,Pankaj Thorat,International Institute of Information Technology Bangalore,1,0,2,2.1
29002,L Handan,International Institute of Information Technology Bangalore,1,0,2,2.1
29003,Rounak Ray,Indian Institute of Science Bangalore,1,0,2,2.1
29004,Shivanand S Gornale,Indian Institute of Science Bangalore,1,0,2,2.1
29005,Karthik G M,Indian Institute of Science Bangalore,1,0,2,2.1
29006,Pavithra Sivakumar,Indian Institute of Science Bangalore,1,0,2,2.1
29007,Karthik Kumar,R V College of Engineering,1,0,2,2.1
29008,Shivam Gaur,R V College of Engineering,1,0,2,2.1
29009,Roshan Kumar Yadav,Indian Institute of Science Bangalore,1,0,2,2.1
29010,Roshan Nambiar,PES University,1,0,2,2.1
29011,Karthik R Kashyap,PES University,1,0,2,2.1
29012,Shivali Agarwal,International Institute of Information Technology Bangalore,1,0,2,2.1
29013,Karthik Ramachandra,Indian Institute of Science Bangalore,1,0,2,2.1
29014,Roshni Ramnani,Indian Institute of Science Bangalore,1,0,2,2.1
29015,Karthik Ramachandra,PES University,1,0,2,2.1
29016,Shivaleela Es,Indian Institute of Science Bangalore,1,0,2,2.1
29017,Karthikeyan Sundaresan,Dayananda Sagar College of Engineering,1,0,2,2.1
29018,Roshni Sen,R V College of Engineering,1,0,2,2.1
29019,Pavan Prasanna Practoor,R V College of Engineering,1,0,2,2.1
29020,Kartikey Mishra,PES University,1,0,2,2.1
29021,Karunakar Rai,R V College of Engineering,1,0,2,2.1
29022,Kashish Malhotra,R V College of Engineering,1,0,2,2.1
29023,Pavan Nettam,PES University,1,0,2,2.1
29024,Pavan Nagendra,Indian Institute of Science Bangalore,1,0,2,2.1
29025,Kashvi Ravichandran,Dayananda Sagar College of Engineering,1,0,2,2.1
29026,Pavan Kumar Naidu,CMR Institute of Technology,1,0,2,2.1
29027,Shivananda DC,PES University,1,0,2,2.1
29028,Pavitra Srivastava,Indian Institute of Science Bangalore,1,0,2,2.1
29029,Pavitra YJ,PES University,1,0,2,2.1
29030,Pawar Priyanka,PES University,1,0,2,2.1
29031,Kalpana Das,Indian Institute of Science Bangalore,1,0,2,2.1
29032,Kalvakurthi,CMR Institute of Technology,1,0,2,2.1
29033,Kalyan B Sinha,Indian Institute of Science Bangalore,1,0,2,2.1
29034,Peayush Choubey,Indian Institute of Science Bangalore,1,0,2,2.1
29035,Shobhit Goyal,International Institute of Information Technology Bangalore,1,0,2,2.1
29036,Kamal Lochan Patra,Indian Institute of Science Bangalore,1,0,2,2.1
29037,Kamaljeet Singh,PES University,1,0,2,2.1
29038,Shobha Gangadhar,R V College of Engineering,1,0,2,2.1
29039,Pawel Chwalowski,Indian Institute of Science Bangalore,1,0,2,2.1
29040,Kanchan Rajwar,Indian Institute of Science Bangalore,1,0,2,2.1
29041,Shivkumar K Manickam,Indian Institute of Science Bangalore,1,0,2,2.1
29042,Roshan Kumar,Dayananda Sagar College of Engineering,1,0,2,2.1
29043,Pawan Kumar Singh,Dayananda Sagar College of Engineering,1,0,2,2.1
29044,Kanu Chakraborty,Indian Institute of Science Bangalore,1,0,2,2.1
29045,Roshan Balaji Mahashabde,R V College of Engineering,1,0,2,2.1
29046,Kanya Devi J,Dayananda Sagar College of Engineering,1,0,2,2.1
29047,Shivaputra,International Institute of Information Technology Bangalore,1,0,2,2.1
29048,Karan Manoj,Indian Institute of Science Bangalore,1,0,2,2.1
29049,Shivani Hariprasad,R V College of Engineering,1,0,2,2.1
29050,Pawan Hete,PES University,1,0,2,2.1
29051,Pawan Bohane,Indian Institute of Science Bangalore,1,0,2,2.1
29052,Roshan Devadiga,PES University,1,0,2,2.1
29053,Shiv Ranjan Kumar,Indian Institute of Science Bangalore,1,0,2,2.1
29054,Pavan Kulkarni,Indian Institute of Science Bangalore,1,0,2,2.1
29055,Khyathi Raghavi Chandu,Indian Institute of Science Bangalore,1,0,2,2.1
29056,Shiv Prateek,Indian Institute of Science Bangalore,1,0,2,2.1
29057,Parth Bansal,PES University,1,0,2,2.1
29058,Rudrabha Mukhopadhyay,Indian Institute of Science Bangalore,1,0,2,2.1
29059,Kazuo Goda,Indian Institute of Science Bangalore,1,0,2,2.1
29060,Ke Qu,Indian Institute of Science Bangalore,1,0,2,2.1
29061,Parikshit Singh Rathore,Indian Institute of Science Bangalore,1,0,2,2.1
29062,Shikha Gulati,Indian Institute of Science Bangalore,1,0,2,2.1
29063,Keerthi Joshi K,PES University,1,0,2,2.1
29064,Rudreshi Addamani,PES University,1,0,2,2.1
29065,Pardeep Singh Bains,International Institute of Information Technology Bangalore,1,0,2,2.1
29066,Keevin Béneut,Indian Institute of Science Bangalore,1,0,2,2.1
29067,Shifali,CMR Institute of Technology,1,0,2,2.1
29068,Shichao Li,Indian Institute of Science Bangalore,1,0,2,2.1
29069,Pardeep Kumar Nagpal,Indian Institute of Science Bangalore,1,0,2,2.1
29070,Paramjeet Saroj,Indian Institute of Science Bangalore,1,0,2,2.1
29071,Kesavan Subaharan,Indian Institute of Science Bangalore,1,0,2,2.1
29072,Paramananda Jena,R V College of Engineering,1,0,2,2.1
29073,Keshav Pingali,Indian Institute of Science Bangalore,1,0,2,2.1
29074,Keshava Kumar,CMR Institute of Technology,1,0,2,2.1
29075,Rupa Rani Dey,Indian Institute of Science Bangalore,1,0,2,2.1
29076,Khaja Mannanuddin,Dayananda Sagar College of Engineering,1,0,2,2.1
29077,Pant,CMR Institute of Technology,1,0,2,2.1
29078,Khathanahalli Mathada Mrityunjayaswamy,Dayananda Sagar College of Engineering,1,0,2,2.1
29079,Khushi V Pokarna,PES University,1,0,2,2.1
29080,Kavya Shree DR,PES University,1,0,2,2.1
29081,Partha Sarathi Mondal,Indian Institute of Science Bangalore,1,0,2,2.1
29082,Shilpa R Raju,Indian Institute of Science Bangalore,1,0,2,2.1
29083,Kaustuv Saha,R V College of Engineering,1,0,2,2.1
29084,Patro,CMR Institute of Technology,1,0,2,2.1
29085,Shiv Kumar Choudhary,Indian Institute of Science Bangalore,1,0,2,2.1
29086,Katherine J Mack,Indian Institute of Science Bangalore,1,0,2,2.1
29087,Patil,International Institute of Information Technology Bangalore,1,0,2,2.1
29088,Pathikonda Venkata Harshavardhan,Indian Institute of Science Bangalore,1,0,2,2.1
29089,Shirshendu Roy,International Institute of Information Technology Bangalore,1,0,2,2.1
29090,Shirish M Kerur,PES University,1,0,2,2.1
29091,Pascal O Vontobel,Indian Institute of Science Bangalore,1,0,2,2.1
29092,Kaustubh Kulkarni,PES University,1,0,2,2.1
29093,Kaustuv Lahiri,Indian Institute of Science Bangalore,1,0,2,2.1
29094,Shinjita Acharya,Indian Institute of Science Bangalore,1,0,2,2.1
29095,Shilpa S Mali,International Institute of Information Technology Bangalore,1,0,2,2.1
29096,Shinjini Paul,Indian Institute of Science Bangalore,1,0,2,2.1
29097,Kavin Kumar,International Institute of Information Technology Bangalore,1,0,2,2.1
29098,Kavinthiran Murty,PES University,1,0,2,2.1
29099,Kavirajwar,CMR Institute of Technology,1,0,2,2.1
29100,Kavita Sharma,R V College of Engineering,1,0,2,2.1
29101,Parvathi Krishnan,International Institute of Information Technology Bangalore,1,0,2,2.1
29102,Kavita Verma,Indian Institute of Science Bangalore,1,0,2,2.1
29103,Shimona Prabhu M,International Institute of Information Technology Bangalore,1,0,2,2.1
29104,Shilpitha R Shetty,PES University,1,0,2,2.1
29105,Shilpa S Nair,PES University,1,0,2,2.1
29106,L Girisha,Dayananda Sagar College of Engineering,1,0,2,2.1
29107,N C Balaji,Indian Institute of Science Bangalore,1,0,2,2.1
29108,P N Santhosh,Indian Institute of Science Bangalore,1,0,2,2.1
29109,Sesha Subramanian Murugan,Indian Institute of Science Bangalore,1,0,2,2.1
29110,M A Gunavathie,Dayananda Sagar College of Engineering,1,0,2,2.1
29111,S G Pavan,International Institute of Information Technology Bangalore,1,0,2,2.1
29112,Sayeed Ashique Ahmed,Indian Institute of Science Bangalore,1,0,2,2.1
29113,Selvarani Ruth D Josephine,Indian Institute of Science Bangalore,1,0,2,2.1
29114,Lakhi Sharma,PES University,1,0,2,2.1
29115,Shaikh,CMR Institute of Technology,1,0,2,2.1
29116,S D Glory Rebekah,Indian Institute of Science Bangalore,1,0,2,2.1
29117,Laith H Alzubaidi,Dayananda Sagar College of Engineering,1,0,2,2.1
29118,Seshadri Elluru,International Institute of Information Technology Bangalore,1,0,2,2.1
29119,P Gowthami,International Institute of Information Technology Bangalore,1,0,2,2.1
29120,Lakshana Kolur,International Institute of Information Technology Bangalore,1,0,2,2.1
29121,P Harshhitha,R V College of Engineering,1,0,2,2.1
29122,S G Balakrishnan,PES University,1,0,2,2.1
29123,Shaazin Sheikh Shukoor,PES University,1,0,2,2.1
29124,S Hemanth,PES University,1,0,2,2.1
29125,Lijing Shao,Indian Institute of Science Bangalore,1,0,2,2.1
29126,S Di Napoli,Indian Institute of Science Bangalore,1,0,2,2.1
29127,Shailesh Srivastava,Indian Institute of Science Bangalore,1,0,2,2.1
29128,Lawqueen Kanesh,International Institute of Information Technology Bangalore,1,0,2,2.1
29129,P Natesan,International Institute of Information Technology Bangalore,1,0,2,2.1
29130,S H Manjula,International Institute of Information Technology Bangalore,1,0,2,2.1
29131,S Deepak Raj,International Institute of Information Technology Bangalore,1,0,2,2.1
29132,P Krishna Murthy,Indian Institute of Science Bangalore,1,0,2,2.1
29133,M Abhilash,International Institute of Information Technology Bangalore,1,0,2,2.1
