id,title,abstract,keywords,researcher,guide,institution,year,processed,thesis_id,department,source_url,source,location,clean_text,detected_language
678,Morphological Perspectives of Sand Liquefaction and its Mitigation,,"Engineering, Engineering and Technology, Engineering Civil","Balaji, Lakkimsetti","Madhavi Latha, G",Indian Institute of Science Bangalore,2023,False,612898,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612898,Shodhganga,Bengaluru,morphological perspectives sand liquefaction mitigation,en
679,Secure Computation Protocol Suite for Privacy Conscious Applications,,"Computer Science, Computer Science Interdisciplinary Applications, Engineering and Technology","Saipanmuluk, Nishat  Koti","Patra, Arpita",Indian Institute of Science Bangalore,2023,False,576764,Computer Science and Automation,https://shodhganga.inflibnet.ac.in/handle/10603/576764,Shodhganga,Bengaluru,secure computation protocol suite privacy conscious applications,en
680,Machine Learning and Density Functional Theory Assisted Insights into the Mechanical and Oxidation Properties of Nickel based Superalloys,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Khatavkar, Nikhil","Singh, K. Abhishek",Indian Institute of Science Bangalore,2023,False,576775,Materials Research Centre,https://shodhganga.inflibnet.ac.in/handle/10603/576775,Shodhganga,Bengaluru,machine learning density functional theory assisted insights mechanical oxidation properties nickel base superalloys,en
681,New Dimension in Senescence Unraveling Cellular Senescence in Three Dimensional Scaffolds,,"Engineering, Engineering and Technology, Engineering Multidisciplinary","Yadav, Parul","Chatterjee, Kaushik  and Saini, K Deepak",Indian Institute of Science Bangalore,2023,False,576759,Centre for BioSystems Science and Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/576759,Shodhganga,Bengaluru,new dimension senescence unraveling cellular senescence dimensional scaffolds,en
682,Investigating Ocular and EEG parameters for pilots cognitive load estimation using flight simulators,,"Engineering, Engineering and Technology, Engineering Multidisciplinary","Hebbar, Archana P","Biswas , Pradipta and Pashilkar , Anant Abhay",Indian Institute of Science Bangalore,2023,False,576765,Centre for Product Design and Manufacturing,https://shodhganga.inflibnet.ac.in/handle/10603/576765,Shodhganga,Bengaluru,investigate ocular eeg parameter pilot cognitive load estimation flight simulator,en
683,Thermoplastic epoxy designed using Vitrimer chemistries,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Tripathi, Sandeep","Bose, Suryasarathi",Indian Institute of Science Bangalore,2023,False,612478,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612478,Shodhganga,Bengaluru,thermoplastic epoxy design vitrimer chemistry,en
684,Experimental and Numerical Evaluation of Mechanical Response of Unsaturated Soils and Their Application to Embankments and Footings,,"Engineering, Engineering and Technology, Engineering Civil","Showkat, Rakshanda","Sivakumar Babu, G L",Indian Institute of Science Bangalore,2023,False,612479,Civil Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/612479,Shodhganga,Bengaluru,experimental numerical evaluation mechanical response unsaturated soils application embankments footing,en
685,Privacy in Information Retrieval Delivery and Distributed Computing,,"Engineering, Engineering and Technology, Engineering Electrical and Electronic","Vaidya, Kanishak","Sundar Rajan, B",Indian Institute of Science Bangalore,2023,False,613545,Electrical Communication Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613545,Shodhganga,Bengaluru,privacy information retrieval delivery distribute computing,en
686,Design and Development of Fiber Bragg Grating Sensor Devices for Aerospace Applications,,"Engineering, Engineering and Technology, Instruments and Instrumentation","Hegde, Gautam","Asokan, S",Indian Institute of Science Bangalore,2023,False,613542,Instrumentaion and Applied Physics,https://shodhganga.inflibnet.ac.in/handle/10603/613542,Shodhganga,Bengaluru,design development fiber bragg grating sensor devices aerospace applications,en
687,Rheology of dense non Brownian suspensions,,"Engineering, Engineering and Technology, Engineering Chemical","Khan, Mohammed Tabish","Nott, Prabhu R",Indian Institute of Science Bangalore,2023,False,613777,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613777,Shodhganga,Bengaluru,rheology dense non brownian suspension,en
688,2D piezotronics performance to functionality,,"Engineering, Engineering and Technology, Nuclear Science and Technology","Yarajena, Sai Saraswathi","Naik, Akshay K",Indian Institute of Science Bangalore,2023,False,606448,Centre for Nano Science and Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/606448,Shodhganga,Bengaluru,2d piezotronic performance functionality,en
689,Synthesis of Monodispersed Pdms Microspheres of Tunable Modulus Using Droplet Microfluidics and Study of the Rheology of Dense Suspensions of Rigid and Soft Particles in Shear Flow,,"Engineering, Engineering and Technology, Engineering Chemical","Patra, Jaysree","Nott, Prabhu R",Indian Institute of Science Bangalore,2023,False,613902,Chemical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/613902,Shodhganga,Bengaluru,synthesis monodispersed pdms microspheres tunable modulus droplet microfluidics study rheology dense suspensions rigid soft particles shear flow,en
690,Investigations into a novel process for high ash Indian coal gasification a two stage gasifier,,"Engineering, Engineering and Technology, Engineering Multidisciplinary","Chandravanshi, Dharita","Ravishankar, N and Chattopadhyay, Kamanio and Ramamurthy, Praveen C",Indian Institute of Science Bangalore,2023,False,613843,Interdisciplinary Centre for Energy Research,https://shodhganga.inflibnet.ac.in/handle/10603/613843,Shodhganga,Bengaluru,investigation novel process high ash indian coal gasification stage gasifier,en
691,Short Circuit and Open Circuit Natural Frequencies of 3-Φ Transformers: Derived Analytical Expressions and its Applications,"Frequency Response Analysis (FRA) method is perhaps the most sensitive tool that can detect even the slightest of winding/core movements. High sensitivity, non-invasiveness, non-destructiveness, and on-site capability are some salient features and#8722; making it an ideal monitoring and detection tool. The existence of Standards (IEEE, IEC, and CIGRE) is ample testimony of its global acceptance and superior detection capabilities. The detection principle is based on observing a deviation between two measured FRAs which implies a possible fault. Naturally, the next logical step is to analyze these deviations to determine the type of fault, estimate the extent of damage and its severity, and as a bonus, predict its location, if possible. However, even after three decades, arriving at these inferences is still at the research level. Even though there is a consensus among all the standards on FRA test/measurement procedures, best-suited terminal connections, cable layout, grounding practices, etc., they remain largely silent regarding interpretation and diagnostics. A detailed analysis of literature compiled in Chapter 1 reveals that lack of a mathematical foundation might be one reason for the present plight of FRA. So, developing a generic mathematical-based approach for interpretation and location of incipient mechanical winding damages in actual 3-and#934; transformer windings using measured FRA, is imperative. Development of such a generic method necessitates derivation of closedform expressions, which can directly link measured FRA quantities to the electrical parameters of the winding. For assessing damage severity, the challenge is to identify a quantity which is not only extractable from measured FRA, but also be sensitive, monotonic, and traceable to the fault. Driven by this philosophy, this thesis aims to address the following - 1. Propose a unified and general approach to derive closed-form analytical expressions (for each multiphase winding) to link the measured open and short circuit natural frequencies to electr...","Engineering, Engineering and Technology, Engineering Electrical and Electronic","Biswas, Bidhan","Satish, L",Indian Institute of Science Bangalore,2023,False,507499,Electrical Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/507499,Shodhganga,Bengaluru,short circuit open circuit natural frequencies transformers derive analytical expressions applications frequency response analysis fra method sensitive tool detect slight winding core movement high sensitivity non invasiveness non destructiveness site capability salient feature and#8722 make ideal monitoring detection tool existence standards ieee iec cigre ample testimony global acceptance superior detection capability detection principle base observe deviation measure fra imply possible fault naturally logical step analyze deviation determine type fault estimate extent damage severity bonus predict location possible decade arrive inference research level consensus standard fra test measurement procedure well suit terminal connection cable layout ground practice etc remain largely silent interpretation diagnostic detailed analysis literature compile chapter reveal lack mathematical foundation reason present plight fra develop generic mathematical base approach interpretation location incipient mechanical winding damage actual and#934 transformer winding measured fra imperative development generic method necessitate derivation closedform expression directly link measure fra quantity electrical parameter winding assess damage severity challenge identify quantity extractable measured fra sensitive monotonic traceable fault drive philosophy thesis aim address following propose unified general approach derive closed form analytical expression multiphase winding link measured open short circuit natural frequency electr,en
692,Uniaxial Fatigue Behavior of Freestanding Platinum Aluminide PtAl Bond Coat,,"Engineering and Technology, Material Science, Materials Science Multidisciplinary","Kumawat, Mahesh Kumar","Jayaram, Vikram and Alam, Zafir",Indian Institute of Science Bangalore,2023,False,614030,Materials Engineering,https://shodhganga.inflibnet.ac.in/handle/10603/614030,Shodhganga,Bengaluru,uniaxial fatigue behavior freestande platinum aluminide ptal bond coat,en
693,Methods for Improving Data efficiency and Trustworthiness using Natural Language Supervision,"Traditional strategies to build machine learning based classification systems employ discrete labels as targets. This limits the usefulness of such systems in two ways. First, the generalizability of these systems is limited to labels present and well represented in the training data. Second, with increasingly larger neural network models gaining acceptability, supervision with discrete labels alone does not lead to a straightforward interface for generating explanations for the decisions taken by such systems. Natural Language (NL) Supervision (NLS), in the form of task descriptions, examples, label descriptions and explanations for labelling decisions, provides a way to overcome these bottlenecks. Working in this paradigm, we propose novel methods for improving data-efficiency and trustworthiness: (1) [Data Efficiency using NLS] Word Sense Disambiguation (WSD) using Sense Definition Embeddings: WSD, a long-standing open problem in Natural Language Processing (NLP), typically presents itself with small training corpora with long tails of label distributions. Existing supervised methods didn t generalize well to rare or unseen classes while NL supervision based systems did worse on overall (standard) evaluation benchmarks. We propose Extended WSD Incorporating Sense Embeddings (EWISE), a supervised model to perform WSD by predicting over a continuous sense embedding space as opposed to a discrete label space. This allows EWISE to generalize over both seen and unseen senses, thus achieving generalized zero-shot learning. To obtain target sense embeddings, EWISE utilizes NL sense definitions along with external knowledge in WordNet relations. EWISE achieved new state-of-the-art WSD performance at the time of publication, specifically by improving on zero-shot and few-shot learning. (2) [Trustworthiness using NLS] Natural Language Inference (NLI) with Faithful NL Explanations: Generated NL explanations are expected to be faithful, i.e., they should correlate well with the model s internal decision making. In this work, we focus on the task of NLI and address the following question: can we build NLI systems which produce labels with high accuracy, while also generating faithful explanations of its decisions? We propose Natural-language Inference over Label-specific Explanations (NILE), a novel NLI method which utilizes auto-generated label-specific NL explanations to produce a label along with its faithful explanation. Our evaluation of NILE also supports the claim that accurate systems capable of providing testable explanations of their decisions can be designed. (3) [Improving the NLS interface of Large Language Models (LLM)] LLMs, pre-trained on unsupervised corpora, have proven to be successful as zero-shot and few-shot learners on downstream tasks using only a textual interface. This enables a promising NLS interface. A typical usage involves augmenting an input example along with some priming text comprising of task descriptions and training examples and processing the output probabilities to make predictions. In this work, we further explore priming-based few-shot learning and make the following contributions: (a) Reordering Examples Helps during Priming-based Few-Shot Learning: We show that presenting training examples in the right order is key for generalization. We introduce PERO (Prompting with Examples in the Right Order), where we formulate few-shot learning as search over the set of permutations of the training examples. We demonstrate the effectiveness of the proposed method on the tasks of sentiment classification, natural language inference and fact retrieval. We show that PERO can learn to generalize efficiently using as few as 10 examples, in contrast to existing approaches. (b) Answer-level Calibration (ALC) Helps Free-form Multiple Choice Question Answering (QA): We consider the QA format, where we need to choose from a set of free-form textual choices of unspecified lengths, given a context. We present ALC, where our main suggestion is to model context-independent biases in terms of the probability of a choice without the associated context and to subsequently remove these biases using an unsupervised estimate of similarity with the full context. ALC improves zero-shot and few-shot performance on several benchmarks while also providing a more reliable estimate of performance.												
newline","Computer Science, Computer Science Software Engineering, Engineering and Technology","Kumar, Sawan","Talukdar, Partha Pratim",Indian Institute of Science Bangalore,2023,False,507872,Computational and Data Sciences,https://shodhganga.inflibnet.ac.in/handle/10603/507872,Shodhganga,Bengaluru,method improving data efficiency trustworthiness natural language supervision traditional strategy build machine learning base classification system employ discrete label target limit usefulness system way generalizability system limit label present represent training datum second increasingly large neural network model gain acceptability supervision discrete label lead straightforward interface generate explanation decision take system natural language nl supervision nls form task description example label description explanation labelling decision provide way overcome bottleneck work paradigm propose novel method improve data efficiency trustworthiness data efficiency nls word sense disambiguation wsd sense definition embedding wsd long stand open problem natural language processing nlp typically present small training corpora long tail label distribution exist supervised method didn generalize rare unseen class nl supervision base system bad overall standard evaluation benchmark propose extended wsd incorporating sense embeddings ewise supervised model perform wsd predict continuous sense embed space oppose discrete label space allow ewise generalize see unseen sens achieve generalize zero shot learning obtain target sense embedding ewise utilize nl sense definition external knowledge wordnet relation ewise achieve new state art wsd performance time publication specifically improve zero shot shot learning trustworthiness nls natural language inference nli faithful nl explanation generated nl explanation expect faithful i.e. correlate model internal decision making work focus task nli address following question build nli system produce label high accuracy generate faithful explanation decision propose natural language inference label specific explanations nile novel nli method utilize auto generate label specific nl explanation produce label faithful explanation evaluation nile support claim accurate system capable provide testable explanation decision design improve nls interface large language models llm llm pre train unsupervised corpora prove successful zero shot shot learner downstream task textual interface enable promising nls interface typical usage involve augment input example prim text comprising task description training example process output probability prediction work explore priming base shot learning following contribution reorder examples help priming base shot learning present training example right order key generalization introduce pero prompt examples right order formulate shot learning search set permutation training example demonstrate effectiveness propose method task sentiment classification natural language inference fact retrieval pero learn generalize efficiently 10 example contrast exist approach answer level calibration alc help free form multiple choice question answering qa consider qa format need choose set free form textual choice unspecified length give context present alc main suggestion model context independent bias term probability choice associated context subsequently remove bias unsupervised estimate similarity context alc improve zero shot shot performance benchmark provide reliable estimate performance,en
